title,UMAP1,UMAP2
MetaWRAP—a flexible pipeline for genome-resolved metagenomic data analysis,8.239201,10.273567
BinSanity: unsupervised clustering of environmental microbial assemblies using coverage and affinity propagation,7.517021,10.385343
"Recovery of genomes from metagenomes via a dereplication, aggregation and scoring strategy",7.762075,10.628274
Co-culture and biogeography of Prochlorococcus and SAR11,0.3202232,5.139605
Predominance of Cand. Patescibacteria in Groundwater Is Caused by Their Preferential Mobilization From Soils and Flourishing Under Oligotrophic Conditions,-0.0814028,5.3311343
A Genomotaxonomy View of the Bradyrhizobium Genus,5.3599353,8.139453
Evaluating the Information Content of Shallow Shotgun Metagenomics,7.80405,9.770685
bModelTest: Bayesian phylogenetic site model averaging and model comparison,10.265174,7.284845
Cohesion: a method for quantifying the connectivity of microbial communities,6.282173,9.354295
"Metabolic Roles of Uncultivated Bacterioplankton Lineages in the Northern Gulf of Mexico ""Dead Zone""",0.13179287,6.058322
High throughput ANI analysis of 90K prokaryotic genomes reveals clear species boundaries,6.24965,8.583961
Megaphages infect Prevotella and variants are widespread in gut microbiomes,-0.6022421,10.980765
Evaluating Protein Transfer Learning with TAPE,9.132477,4.752465
UFBoot2: Improving the Ultrafast Bootstrap Approximation,7.1651263,9.420161
Breeding crops to feed 10 billion,8.092296,10.51063
Dynamics and interactions of highly resolved marine plankton via automated high-frequency sampling,0.18458708,7.563718
FEAST: fast expectation-maximization for microbial source tracking,2.605027,6.8227925
Emergence of plasmid stability under non-selective conditions maintains antibiotic resistance,6.910717,1.8869607
fastp: an ultra-fast all-in-one FASTQ preprocessor,9.279784,9.603522
Genome-wide fitness assessment during diurnal growth reveals an expanded role of the cyanobacterial circadian clock protein KaiA,7.8624134,1.9406219
AnnoTree: visualization and exploration of a functionally annotated microbial tree of life,2.8675508,4.4540143
CAMISIM: simulating metagenomes and microbial communities,7.201829,9.7565365
"Computational pan-genomics: status, promises and challenges",7.4866714,7.129359
Perturbation-response genes reveal signaling footprints in cancer gene expression,7.2979174,1.9964314
Macronutrient metabolism by the human gut microbiome: major fermentation by-products and their impact on host health,-1.1672786,9.439282
Metagenomic analysis with strain-level resolution reveals fine-scale variation in the human pregnancy microbiome,-0.8152224,10.951316
HydDB: A web tool for hydrogenase classification and analysis,10.296346,7.327977
Metagenome-assembled genomes uncover a global brackish microbiome,1.8701521,4.523591
Two Chloroflexi classes independently evolved the ability to persist on atmospheric hydrogen and carbon monoxide,-0.6001715,5.7442446
Scientists' warning to humanity: microorganisms and climate change,-0.7423576,7.9703417
Massive mining of publicly available RNA-seq data from human and mouse,9.847551,8.289603
Next-Generation Metagenomics: Methodological Challenges and Opportunities,5.068504,6.484808
Daily Sampling Reveals Personalized Diet-Microbiome Associations in Humans,-1.2843952,9.539945
"The Transcriptional Cycle Is Suited to Daytime N 2 Fixation in the Unicellular Cyanobacterium "" Candidatus Atelocyanobacterium thalassa"" (UCYN-A)",-2.3354409,6.3880377
Measurements of translation initiation from all 64 codons in E. coli,7.775563,2.3740106
Diversity and evolution of the emerging Pandoraviridae family,2.371056,3.8707845
Costless metabolic secretions as drivers of interspecies interactions in microbial ecosystems,-0.440571,7.7462425
Single-cell genomics unveiled a cryptic cyanobacterial lineage with a worldwide distribution hidden by a dinoflagellate host,3.3347213,4.3468914
In marine Bacteroidetes the bulk of glycan degradation during algae blooms is mediated by few clades using a restricted set of genes,0.8408757,5.5631022
Nitrogen sourcing during viral infection of marine cyanobacteria,-0.3644687,6.0516376
History of Envenoming Therapy and Current Perspectives,5.817544,4.3870134
Ammonia‐oxidizing archaea release a suite of organic compounds potentially fueling prokaryotic heterotrophy in the ocean,-0.7210913,5.884287
Soil nematode abundance and functional group composition at a global scale,2.406059,6.829633
Galaxy masses,4.0544972,6.6287627
On the evolutionary significance of horizontal gene transfers in plants,4.4518747,4.7504773
Physiology and Distribution of Archaeal Methanotrophs That Couple Anaerobic Oxidation of Methane with Sulfate Reduction,-0.1741209,5.3882976
High proportions of bacteria and archaea across most biomes remain uncultured,5.793754,9.832951
Virophages of Giant Viruses: An Update at Eleven,2.5560522,2.1361732
LDPE microplastic films alter microbial community composition and enzymatic activities in soil,2.216272,6.759988
Comparison of the sequencing bias of currently available library preparation kits for Illumina sequencing of bacterial genomes and metagenomes,8.161486,10.334734
Microbial rhodopsins are major contributors to the solar energy captured in the sea,-0.5223731,5.5853167
"Compendium of 4, 941 rumen metagenome-assembled genomes for rumen microbiome biology and enzyme discovery",2.5631576,4.8056145
Comparative Genomics Reveals Ecological and Evolutionary Insights into Sponge-Associated Thaumarchaeota,2.0773494,4.1427135
"The Phylogeny, Biodiversity, and Ecology of the Chloroflexi in Activated Sludge",-0.3248147,7.7939305
Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes,-1.2664298,9.540098
Microdiversity ensures the maintenance of functional microbial communities under changing environmental conditions,2.1211276,6.771546
Metagenomic Analysis of the Diversity of DNA Viruses in the Surface and Deep Sea of the South China Sea,1.7682285,3.6979632
"Exploring the Deep Marine Biosphere: Challenges, Innovations, and Opportunities",0.81182325,6.075695
Benchmarking Metagenomics Tools for Taxonomic Classification,7.985856,9.359428
Advances in protein structure prediction and design,9.06511,4.7093997
Accurate circular consensus long-read sequencing improves variant detection and assembly of a human genome,8.508482,9.954481
Integrating Hi-C links with assembly graphs for chromosome-scale assembly,8.844082,10.064176
Genomic signatures and co‐occurrence patterns of the ultra‐small Saccharimonadia (phylum CPR/Patescibacteria) suggest a symbiotic lifestyle,2.4278846,4.33886
KEGG Mapper for inferring cellular functions from protein sequences,10.20032,7.0585494
Mechanisms of DNA Uptake by Naturally Competent Bacteria,6.715407,1.3720142
Progress towards the Tree of Eukaryotes,4.8731995,5.224911
The global soil community and its influence on biogeochemistry,2.6473825,6.6896186
Toward understanding the origin and evolution of cellular organisms,6.192931,5.5772114
"Analysis of 1, 000 Type-Strain Genomes Improves Taxonomic Classification of Bacteroidetes",5.885807,8.15215
Form III RubisCO-mediated transaldolase variant of the Calvin cycle in a chemolithoautotrophic bacterium,-0.3147744,4.9047813
Hantaviridae: Current Classification and Future Perspectives,5.9082537,7.672234
Analysis of several key factors influencing deep learning-based inter-residue contact prediction,10.61727,4.501106
Expansion of Thaumarchaeota habitat range is correlated with horizontal transfer of ATPase operons,7.3262353,2.5755718
Single-amino acid variants reveal evolutionary processes that shape the biogeography of a global SAR11 subclade,2.4021375,5.7851615
Sulfur metabolites in the pelagic ocean,-0.5867618,5.6982574
A library of human gut bacterial isolates paired with longitudinal multiomics data enables mechanistic microbiome research,-0.6824028,10.609488
Origins of DNA replication,5.201668,0.7448618
HH-suite3 for fast remote homology detection and deep protein annotation,10.559159,7.60405
"Diversity, Genomics, and Distribution of Phytoplankton-Cyanobacterium Single-Cell Symbiotic Associations",3.7357411,5.0083065
Consistent and correctable bias in metagenomic sequencing experiments,6.8036904,9.593756
Diversification of giant and large eukaryotic dsDNA viruses predated the origin of modern eukaryotes,2.3333793,2.6476927
The distinction of CPR bacteria from other bacteria based on protein family content,2.317183,4.2111907
"Macromolecular structure determination using X-rays, neutrons and electrons: recent developments in Phenix",9.848231,9.418105
Common principles and best practices for engineering microbiomes,6.435463,5.4127626
Targeted isolation and cultivation of uncultivated bacteria by reverse genomics,2.419747,9.536856
Bacterial Candidates for Colonization and Degradation of Marine Plastic Debris,-0.2078209,7.481226
Microbial Community Shifts Associated With the Ongoing Stony Coral Tissue Loss Disease Outbreak on the Florida Reef Tract,-1.0832899,10.07353
"Microbial assembly, interaction, functioning, activity and diversification: a review derived from community compositional data",2.7838874,6.710017
Ecological and Genomic Attributes of Novel Bacterial Taxa That Thrive in Subsurface Soil Horizons,1.7711447,7.0069523
The gut microbiome and metabolic syndrome,-1.0617428,9.237046
"Introducing ""best single template"" models as reference baseline for the Continuous Automated Model Evaluation (CAMEO)",10.920645,5.1905007
Insights into the ecological roles and evolution of methyl-coenzyme M reductase-containing hot spring Archaea,1.1331884,4.746613
Exploring the Potential of Cell-Free Protein Synthesis for Extending the Abilities of Biological Systems,6.596312,5.338842
Parasite microbiome project: Grand challenges,-1.2167559,10.817308
The Prevotella copri Complex Comprises Four Distinct Clades Underrepresented in Westernized Populations,-0.6311818,11.124952
Unified rational protein engineering with sequence-based deep representation learning,9.6036215,4.635765
Technological challenges and milestones for writing genomes,7.2026353,6.648182
Search-and-replace genome editing without double-strand breaks or donor DNA,8.51342,8.951486
Robust taxonomic classification of uncharted microbial sequences and bins with CAT and BAT,9.632196,8.344254
Studying the gut virome in the metagenomic era: challenges and perspectives,2.9325576,2.1007683
Fungal-bacterial diversity and microbiome complexity predict ecosystem functioning,2.4642904,6.7821007
Pathogen-induced activation of disease-suppressive functions in the endophytic root microbiome,-1.1968167,9.613348
Integrated Proteogenomic Characterization of Clear Cell Renal Cell Carcinoma,-0.6470848,11.088463
CARD 2020: antibiotic resistome surveillance with the comprehensive antibiotic resistance database,9.771528,7.5280023
The microbiome of the upper respiratory tract in health and disease,-0.0549825,10.066469
Role of Catalase in Oxidative Stress- and Age-Associated Degenerative Diseases,-0.8474804,8.556469
Genomes of Subaerial Zygnematophyceae Provide Insights into Land Plant Evolution,3.7711627,4.757398
Gene Expression Changes and Community Turnover Differentially Shape the Global Ocean Metatranscriptome,-0.2405757,7.6683836
The pan-immune system of bacteria: antiviral defence as a community resource,1.9935719,1.8825778
Definitive demonstration by synthesis of genome annotation completeness,7.0338597,2.7128775
"Contrasting theories of life: Historical context, current theories. In search of an ideal theory",4.2607765,6.5941086
